id,user,id,followers_count,indegree,outdegree,Degree,eigencentrality,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity,color
423,@ivankatrump,423,,1,0,1,0.001635,31,2,0,2,0,0,0,0,0.000573,Greater than 30,#FF7575
424,@shsanders45,424,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000573,Greater than 30,#FF7575
425,@armellekiyak,425,0,0,4,4,0,31,0,4,4,2,0.642857,0.722222,0,0.000446,Greater than 30,#FF7575
426,@fami_org,426,42,0,6,6,0,8,0,10,10,4,0.377224,0.424528,0,0.000446, 5 - 9,FALSE
427,@redaviasolar,427,292,1,4,5,0.003933,5,8,4,12,3,0.533333,0.576389,0,0.000583, 5 - 9,FALSE
428,@shellfoundation,428,,3,0,3,0.007747,5,10,0,10,0,0,0,0,0.000803, 5 - 9,FALSE
429,@rafiki_power,429,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
430,@steamaco,430,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
431,@engiegroup,431,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
432,@powergen_re,432,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
433,@powerhive,433,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
434,@rvesol,434,,1,0,1,0.003933,5,8,0,8,0,0,0,0,0.000583, 5 - 9,FALSE
435,@cookytitacookie,435,221,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
436,@ajaykum70347445,436,14,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
437,@wbg_cities,437,40844,0,2,2,0,31,0,2,2,3,0.521739,0.569444,0,0.000446,Greater than 30,#FF7575
438,@lourebas,438,796,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
439,@worldbankwater,439,63951,8,1,9,0.013082,31,12,8,20,3,0.5,0.537037,63,0.002922,Greater than 30,#FF7575
440,@unlibrary,440,56880,4,1,5,0.006541,31,4,9,13,3,0.5,0.537037,0,0.001208,Greater than 30,#FF7575
441,@olatahmed,441,479,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
442,@anilvegomega,442,3126,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
443,@natashatynes,443,8916,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
444,@luqmansheikh,444,601,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
445,@abhimarkhedkar,445,202,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
446,@vvpvku,446,154,1,4,5,0.001635,11,1,4,5,3,0.571429,0.652778,0,0.000522,10 - 14,#75FFF7
447,@subratpatra13,447,21,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
448,@rothcocpa,448,260,0,2,2,0,15,0,2,2,4,0.357143,0.408333,0,0.000446,15 - 19,#75FF79
449,@pwc,449,81071,3,1,4,0.004906,15,3,1,4,3,0.5,0.537037,18,0.001017,15 - 19,#75FF79
450,@ambassad_air,450,519,1,3,4,0.00199,12,2,4,6,4,0.42,0.488095,0,0.000509,10 - 14,#75FFF7
451,@marcharlott,451,6301,1,8,9,0.00199,12,1,25,26,3,0.567568,0.666667,8.5,0.000591,10 - 14,#75FFF7
452,@metropolerennes,452,,2,0,2,0.003981,12,3,0,3,0,0,0,0,0.000654,10 - 14,#75FFF7
453,@airqualityasia,453,203,5,4,9,0.011161,12,17,16,33,3,0.56,0.630952,26.5,0.001089,10 - 14,#75FFF7
454,@villessanteoms,454,,1,0,1,0.00199,12,2,0,2,0,0,0,0,0.000509,10 - 14,#75FFF7
455,@who_europe_hcn,455,,1,0,1,0.00199,12,2,0,2,0,0,0,0,0.000509,10 - 14,#75FFF7
456,@breathelife2030,456,,1,0,1,0.00199,12,2,0,2,0,0,0,0,0.000509,10 - 14,#75FFF7
457,@drmarianeira,457,,1,0,1,0.00199,12,2,0,2,0,0,0,0,0.000509,10 - 14,#75FFF7
458,@ankush25,458,468,0,4,4,0,11,0,4,4,3,0.571429,0.652778,0,0.000446,10 - 14,#75FFF7
459,@faryus88,459,2260,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
460,@perugbc,460,,1,0,1,0.001957,0,3,0,3,0,0,0,0,0.000554,0 - 4,#FF75FF
461,@armeniasdglab,461,352,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
462,@nldigitaldelta,462,1029,0,4,4,0,12,0,5,5,3,0.56,0.630952,0,0.000446,10 - 14,#75FFF7
463,@nomoreslaves,463,15471,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
464,@sjohannisse,464,2066,1,2,3,0.001635,12,1,6,7,3,0.52,0.564103,0,0.000541,10 - 14,#75FFF7
465,@mados7mohamed,465,2508,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
466,@ministerwhrd,466,3987,1,1,2,0.001635,31,1,1,2,3,0.5,0.537037,9,0.000827,Greater than 30,#FF7575
467,@arlettedehaas,467,92,0,2,2,0,12,0,2,2,4,0.393939,0.467949,0,0.000446,10 - 14,#75FFF7
468,@inclusivecap,468,15503,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
469,@dr_pjd,469,39,0,1,1,0,5,0,1,1,4,0.366667,0.416667,0,0.000446, 5 - 9,FALSE
470,@gwuglobalwomen,470,2115,2,1,3,0.003592,31,2,2,4,3,0.5,0.537037,0,0.000584,Greater than 30,#FF7575
471,@sdonnan,471,16021,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
472,@alterigoe,472,3027,2,1,3,0.003271,31,2,4,6,3,0.5,0.537037,0,0.000827,Greater than 30,#FF7575
473,@sachira_mr,473,2220,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
474,@danishmfa,474,,4,0,4,0.018476,8,13,0,13,0,0,0,0,0.000647, 5 - 9,FALSE
475,@dutchmfa,475,,4,0,4,0.018476,8,13,0,13,0,0,0,0,0.000647, 5 - 9,FALSE
476,@melasnk,476,14227,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
477,@g20org,477,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000467,Greater than 30,#FF7575
478,@washingtondc,478,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000467,Greater than 30,#FF7575
479,@reuters,479,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000467,Greater than 30,#FF7575
480,@bbcworld,480,,3,0,3,0.004906,36,3,0,3,0,0,0,0,0.000534,Greater than 30,#FF7575
481,@tassagency_en,481,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000467,Greater than 30,#FF7575
482,@vaidypgt,482,183,0,6,6,0,11,0,10,10,4,0.454545,0.605556,0,0.000446,10 - 14,#75FFF7
483,@sardesairajdeep,483,,1,0,1,0.001635,11,1,0,1,0,0,0,0,0.000509,10 - 14,#75FFF7
484,@sagarikaghose,484,,1,0,1,0.001635,11,1,0,1,0,0,0,0,0.000509,10 - 14,#75FFF7
485,@rajeev_mp,485,,1,0,1,0.001635,11,1,0,1,0,0,0,0,0.000509,10 - 14,#75FFF7
486,@cicodevafrica,486,,2,0,2,0.008686,8,20,0,20,0,0,0,0,0.000488, 5 - 9,FALSE
487,@iccaworld,487,,2,0,2,0.008686,8,10,0,10,0,0,0,0,0.000488, 5 - 9,FALSE
488,@chikikothari,488,,2,0,2,0.008686,8,11,0,11,0,0,0,0,0.000488, 5 - 9,FALSE
489,@_acbio,489,,1,0,1,0.003962,8,20,0,20,0,0,0,0,0.000471, 5 - 9,FALSE
490,@fundagroecology,490,,1,0,1,0.003962,8,20,0,20,0,0,0,0,0.000471, 5 - 9,FALSE
491,@11thhourproject,491,,1,0,1,0.003962,8,19,0,19,0,0,0,0,0.000471, 5 - 9,FALSE
492,@1000currents,492,,3,0,3,0.010321,8,21,0,21,0,0,0,0,0.000552, 5 - 9,FALSE
493,@jmilton2016,493,202,0,4,4,0,12,0,4,4,3,0.517241,0.6,0,0.000446,10 - 14,#75FFF7
494,@lokimaros,494,1354,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
495,@kurant82,495,6011,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
496,@gursatinder68,496,131,0,4,4,0,11,0,4,4,3,0.571429,0.652778,0,0.000446,10 - 14,#75FFF7
497,@agavrielatos,497,1752,1,8,9,0.00199,31,9,19,28,5,0.39604,0.507083,0,0.000499,Greater than 30,#FF7575
498,@jonavon1963,498,182,1,8,9,0.00199,31,1,90,91,5,0.39604,0.507083,0,0.000499,Greater than 30,#FF7575
499,@sadtunational,499,,2,0,2,0.003981,31,10,0,10,0,0,0,0,0.000552,Greater than 30,#FF7575
500,@_cosatu,500,,2,0,2,0.003981,31,10,0,10,0,0,0,0,0.000552,Greater than 30,#FF7575
501,@dbe_sa,501,,2,0,2,0.003981,31,10,0,10,0,0,0,0,0.000552,Greater than 30,#FF7575
502,@capetalk,502,,2,0,2,0.003981,31,10,0,10,0,0,0,0,0.000552,Greater than 30,#FF7575
503,@vaidyabr,503,199,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
504,@dasmaitreyi,504,2177,0,4,4,0,13,0,4,4,3,0.56,0.630952,0,0.000446,10 - 14,#75FFF7
505,@kodaganallur,505,88,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
506,@saropanap,506,,1,0,1,0.003962,8,8,0,8,0,0,0,0,0.000471, 5 - 9,FALSE
507,@diploparl,507,324,0,4,4,0,12,0,4,4,3,0.517241,0.6,0,0.000446,10 - 14,#75FFF7
508,@srmj1,508,124,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
509,@sravanpvsr,509,538,0,2,2,0,11,0,2,2,4,0.387097,0.465278,0,0.000446,10 - 14,#75FFF7
510,@raaaahluwalia,510,107,0,6,6,0,16,0,6,6,3,0.518519,0.654762,0,0.000446,15 - 19,#75FF79
511,@lsegplc,511,,1,0,1,0.001635,16,1,0,1,0,0,0,0,0.000509,15 - 19,#75FF79
512,@noiweala,512,,1,0,1,0.001635,16,1,0,1,0,0,0,0,0.000509,15 - 19,#75FF79
513,@bankofghana_,513,,1,0,1,0.001635,16,1,0,1,0,0,0,0,0.000509,15 - 19,#75FF79
514,@hmtreasury,514,,1,0,1,0.001635,16,1,0,1,0,0,0,0,0.000509,15 - 19,#75FF79
515,@kbriwashdc,515,16721,3,5,8,0.004906,12,3,35,38,3,0.590909,0.679487,36,0.001017,10 - 14,#75FFF7
516,@b_bowoleksono,516,,4,0,4,0.007506,12,10,0,10,0,0,0,0,0.001191,10 - 14,#75FFF7
517,@am2018bali,517,,1,0,1,0.0026,12,7,0,7,0,0,0,0,0.000619,10 - 14,#75FFF7
518,@ditjen_imigrasi,518,,1,0,1,0.0026,12,7,0,7,0,0,0,0,0.000619,10 - 14,#75FFF7
519,@minfin_ukraine,519,5009,5,2,7,0.008177,31,5,32,37,3,0.526316,0.583333,0,0.001081,Greater than 30,#FF7575
520,@frankheem,520,,10,0,10,0.020803,31,27,0,27,0,0,0,0,0.002248,Greater than 30,#FF7575
521,@theo_morrissey,521,229,0,4,4,0,0,0,4,4,3,0.480769,0.54,0,0.000446,0 - 4,#FF75FF
522,@joselviveropol,522,2141,3,10,13,0.010936,8,31,18,49,4,0.443038,0.489683,0,0.000517, 5 - 9,FALSE
523,@lrlookout,523,,4,0,4,0.014043,8,32,0,32,0,0,0,0,0.000561, 5 - 9,FALSE
524,@farisahmedusc,524,496,3,10,13,0.010936,8,31,18,49,4,0.443038,0.489683,0,0.000517, 5 - 9,FALSE
525,@ferrandotom,525,,4,0,4,0.014043,8,32,0,32,0,0,0,0,0.000561, 5 - 9,FALSE
526,@stefprato,526,,4,0,4,0.014043,8,32,0,32,0,0,0,0,0.000561, 5 - 9,FALSE
527,@foe_us,527,,4,0,4,0.014043,8,32,0,32,0,0,0,0,0.000561, 5 - 9,FALSE
528,@ipesfood,528,,4,0,4,0.014043,8,32,0,32,0,0,0,0,0.000561, 5 - 9,FALSE
529,@panasiapacific,529,,1,0,1,0.003106,8,29,0,29,0,0,0,0,0.000455, 5 - 9,FALSE
530,@pesticideaction,530,,1,0,1,0.003106,8,29,0,29,0,0,0,0,0.000455, 5 - 9,FALSE
531,@tninstitute,531,,1,0,1,0.003106,8,29,0,29,0,0,0,0,0.000455, 5 - 9,FALSE
532,@jjgrodent,532,,1,0,1,0.003106,8,29,0,29,0,0,0,0,0.000455, 5 - 9,FALSE
533,@cncd111111,533,,1,0,1,0.003106,8,29,0,29,0,0,0,0,0.000455, 5 - 9,FALSE
534,@abosife2010,534,1648,0,3,3,0,0,0,4,4,3,0.5625,0.648148,0,0.000446,0 - 4,#FF75FF
535,@ndawnak10,535,31,0,4,4,0,11,0,4,4,3,0.571429,0.652778,0,0.000446,10 - 14,#75FFF7
536,@bill_ams,536,607,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
537,@amdvasimakram,537,1066,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
538,@jagratishukla29,538,46752,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000636,Greater than 30,#FF7575
539,@jhor73,539,1344,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
540,@red_alertme,540,461,0,2,2,0,17,0,2,2,4,0.387097,0.465278,0,0.000446,15 - 19,#75FF79
541,@yolandekyngdon,541,518,1,3,4,0.001635,17,1,4,5,3,0.55,0.621212,10,0.000636,15 - 19,#75FF79
542,@amdc_amv,542,1569,2,0,2,0.003592,17,3,0,3,0,0,0,0,0.000817,15 - 19,#75FF79
543,@levinsources,543,,1,0,1,0.001957,17,1,0,1,0,0,0,0,0.000627,15 - 19,#75FF79
544,@gce_us,544,3361,7,3,10,0.027835,31,12,13,25,3,0.436364,0.493056,50.166667,0.001296,Greater than 30,#FF7575
545,@theniteshanand,545,186,0,4,4,0,18,0,4,4,3,0.571429,0.652778,0,0.000446,15 - 19,#75FF79
546,@rinkyhundal,546,,1,0,1,0.001635,18,1,0,1,0,0,0,0,0.000541,15 - 19,#75FF79
547,@gurcharandas,547,,1,0,1,0.001635,18,1,0,1,0,0,0,0,0.000541,15 - 19,#75FF79
548,@toiindianews,548,,1,0,1,0.001635,18,1,0,1,0,0,0,0,0.000541,15 - 19,#75FF79
549,@sidurasik222h,549,2493,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
550,@ydcanada,550,2181,3,3,6,0.007126,12,4,15,19,3,0.545455,0.611111,5,0.0008,10 - 14,#75FFF7
551,@fcasvt,551,158,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
552,@saifullahteuku,552,166,0,2,2,0,12,0,2,2,4,0.4,0.470238,0,0.000446,10 - 14,#75FFF7
553,@felpo09,553,1216,0,2,2,0,0,0,2,2,4,0.392857,0.477273,0,0.000446,0 - 4,#FF75FF
554,@umedmehta45,554,2507,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
555,@krantipulla,555,328,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
556,@foynetskiy,556,390,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
557,@prakashpandya7,557,4518,0,5,5,0,11,0,5,5,3,0.565217,0.641026,0,0.000446,10 - 14,#75FFF7
558,@sharat_suave,558,,1,0,1,0.001635,11,1,0,1,0,0,0,0,0.000522,10 - 14,#75FFF7
559,@buzadkathy,559,510,1,13,14,0.00199,31,1,24,25,5,0.412844,0.545185,12.5,0.000655,Greater than 30,#FF7575
560,@schandrashah,560,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
561,@wellmonyl,561,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
562,@aftunion,562,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
563,@rweingarten,563,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
564,@marlaucelli,564,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
565,@marymac312,565,190,1,2,3,0.00199,31,1,2,3,5,0.357143,0.41,0,0.000489,Greater than 30,#FF7575
566,@gbceducation,566,11546,0,3,3,0,31,0,4,4,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
567,@uncclearn,567,12466,1,2,3,0.001635,31,1,6,7,3,0.529412,0.592593,0.5,0.000573,Greater than 30,#FF7575
568,@alfin_alharas,568,488,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
569,@dakotacyr,569,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
570,@jeff_freitas,570,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
571,@aftnm,571,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
572,@oftadvocate,572,,1,0,1,0.00199,31,1,0,1,0,0,0,0,0.000489,Greater than 30,#FF7575
573,@ope2y,573,2702,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
574,@aapmsu,574,245,1,3,4,0.002384,19,3,4,7,4,0.431818,0.504386,0,0.000514,15 - 19,#75FF79
575,@foodsecuritylab,575,778,2,11,13,0.00441,19,2,60,62,3,0.678571,0.780702,33,0.000874,15 - 19,#75FF79
576,@embulukutu,576,257,2,2,4,0.00441,19,4,2,6,4,0.422222,0.47807,0,0.00066,15 - 19,#75FF79
577,@pim_cgiar,577,1255,3,0,3,0.006793,19,33,0,33,0,0,0,0,0.000942,15 - 19,#75FF79
578,@jayne_thom,578,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
579,@davetsch,579,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
580,@ifpri_km,580,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
581,@agrilinks,581,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
582,@msuintl,582,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
583,@gatespoverty,583,,1,0,1,0.002384,19,3,0,3,0,0,0,0,0.000514,15 - 19,#75FF79
584,@peterkerris,584,1999,0,2,2,0,31,0,2,2,5,0.352,0.402273,0,0.000446,Greater than 30,#FF7575
585,@jelmerevers,585,11893,6,12,18,0.010648,31,12,74,86,4,0.477778,0.571705,174,0.001416,Greater than 30,#FF7575
586,@peterkwint,586,,1,0,1,0.00364,31,8,0,8,0,0,0,0,0.000546,Greater than 30,#FF7575
587,@lisawesterveld,587,,1,0,1,0.00364,31,8,0,8,0,0,0,0,0.000546,Greater than 30,#FF7575
588,@vv120907,588,84,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
589,@osmandaqare14,589,4169,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
590,@ndennis_benn,590,3144,0,2,2,0,13,0,2,2,3,0.482759,0.535714,0,0.000446,10 - 14,#75FFF7
591,@joeydelacruz08,591,509,0,2,2,0,0,0,2,2,4,0.378788,0.423333,0,0.000446,0 - 4,#FF75FF
592,@con_rochford,592,2678,0,4,4,0,20,0,4,4,3,0.571429,0.652778,0,0.000446,20 - 24,#E4FF75
593,@devisridhar,593,8535,1,3,4,0.001635,20,1,12,13,3,0.55,0.621212,0,0.000541,20 - 24,#E4FF75
594,@globalhealthgp,594,,2,0,2,0.003592,20,5,0,5,0,0,0,0,0.000695,20 - 24,#E4FF75
595,@respireglobal,595,,2,0,2,0.003592,20,5,0,5,0,0,0,0,0.000695,20 - 24,#E4FF75
596,@corporateeurope,596,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
597,@truthout,597,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
598,@naomiaklein,598,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
599,@popresistance,599,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
600,@democracynow,600,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
601,@roar_magazine,601,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
602,@ips_dc,602,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
603,@inequalityorg,603,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
604,@landrightsnow,604,,2,0,2,0.005697,8,2,0,2,0,0,0,0,0.000468, 5 - 9,FALSE
605,@omparkashdahiya,605,4033,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
606,@farhanali0605,606,80,0,2,2,0,12,0,2,2,4,0.4,0.470238,0,0.000446,10 - 14,#75FFF7
607,@jennrigg,607,1357,1,9,10,0.001635,31,1,14,15,3,0.577778,0.647436,0.5,0.000488,Greater than 30,#FF7575
608,@iptradingrisk,608,934,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
609,@cwretirement,609,508,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
610,@mollymutanu,610,158,0,8,8,0,2,0,8,8,3,0.53125,0.656863,0,0.000446,0 - 4,#FF75FF
611,@nigeriawhatsnew,611,2630,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
612,@chapoyc,612,56,0,3,3,0,21,0,3,3,3,0.545455,0.611111,0,0.000446,20 - 24,#E4FF75
613,@nlintheusa,613,38414,1,3,4,0.001635,21,1,9,10,3,0.55,0.621212,1,0.000573,20 - 24,#E4FF75
614,@raymondknops,614,,2,0,2,0.003592,21,4,0,4,0,0,0,0,0.000736,20 - 24,#E4FF75
615,@wbcaribbean,615,,1,0,1,0.001957,21,3,0,3,0,0,0,0,0.000609,20 - 24,#E4FF75
616,@abaruleoflaw,616,1746,0,6,6,0,22,0,6,6,3,0.608696,0.702381,0,0.000446,20 - 24,#E4FF75
617,@nikidasarathy,617,,1,0,1,0.001635,22,1,0,1,0,0,0,0,0.000509,20 - 24,#E4FF75
618,@dgrisgraber,618,,1,0,1,0.001635,22,1,0,1,0,0,0,0,0.000509,20 - 24,#E4FF75
619,@refugeesintl,619,,1,0,1,0.001635,22,1,0,1,0,0,0,0,0.000509,20 - 24,#E4FF75
620,@pprettitore,620,,1,0,1,0.001635,22,1,0,1,0,0,0,0,0.000509,20 - 24,#E4FF75
621,@hmnrghtsprogram,621,,1,0,1,0.001635,22,1,0,1,0,0,0,0,0.000509,20 - 24,#E4FF75
622,@sumitkashyap22,622,379,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
623,@jhlowther,623,438,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
624,@olu_jay,624,357,0,3,3,0,31,0,3,3,3,0.545455,0.611111,0,0.000446,Greater than 30,#FF7575
625,@connect4climate,625,168624,6,2,8,0.009812,31,6,14,20,3,0.526316,0.583333,51,0.002478,Greater than 30,#FF7575
626,@convergencebf,626,556,0,3,3,0,0,0,3,3,3,0.458333,0.560606,0,0.000446,0 - 4,#FF75FF
627,@txfmedia,627,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
628,@mccgov,628,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
629,@farabandiak,629,465,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
630,@bgipu,630,2227,0,5,5,0,12,0,5,5,3,0.576923,0.655556,0,0.000446,10 - 14,#75FFF7
631,@iljaklink,631,3674,0,2,2,0,31,0,2,2,5,0.352,0.402273,0,0.000446,Greater than 30,#FF7575
632,@cities_today,632,17842,0,3,3,0,23,0,3,3,3,0.545455,0.611111,0,0.000446,20 - 24,#E4FF75
633,@wuf9kl2018,633,,1,0,1,0.001635,23,1,0,1,0,0,0,0,0.000573,20 - 24,#E4FF75
634,@wb_research,634,47250,2,2,4,0.003271,23,2,2,4,3,0.526316,0.583333,11,0.000954,20 - 24,#E4FF75
