id,user,id,followers_count,indegree,outdegree,Degree,eigencentrality,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity,color
635,@acpypn,635,1294,2,4,6,0.003271,24,2,12,14,3,0.571429,0.652778,24,0.001208,20 - 24,#E4FF75
636,@mcnhlapo,636,,1,0,1,0.002279,24,3,0,3,0,0,0,0,0.000703,20 - 24,#E4FF75
637,@commonwealth18,637,,1,0,1,0.002279,24,3,0,3,0,0,0,0,0.000703,20 - 24,#E4FF75
638,@pressacp,638,,1,0,1,0.002279,24,3,0,3,0,0,0,0,0.000703,20 - 24,#E4FF75
639,@allcorgis,639,626,0,3,3,0,9,0,3,3,4,0.421053,0.505208,0,0.000446, 5 - 9,FALSE
640,@gerbaron,640,6072,2,2,4,0.005276,31,2,6,8,5,0.328244,0.37093,0,0.000673,Greater than 30,#FF7575
641,@yentyl_w,641,1595,0,1,1,0,24,0,1,1,4,0.382353,0.429487,0,0.000446,20 - 24,#E4FF75
642,@voiceswife,642,358,0,3,3,0,25,0,4,4,1,1,1,0,0.000446,25 - 29,#FFB175
643,@smrth2osmrtcty,643,481,1,2,3,0.001635,25,1,4,5,1,1,1,0,0.000573,25 - 29,#FFB175
644,@africautcnow,644,,2,0,2,0.003592,25,3,0,3,0,0,0,0,0.000817,25 - 29,#FFB175
645,@africautilities,645,3517,2,0,2,0.003592,25,4,0,4,0,0,0,0,0.000817,25 - 29,#FFB175
646,@nefyodov,646,4410,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
647,@mishrapreetu,647,354,0,1,1,0,26,0,1,1,4,0.404762,0.446078,0,0.000446,25 - 29,#FFB175
648,@shantan63070103,648,34,1,8,9,0.001635,26,1,8,9,3,0.64,0.739583,16,0.000827,25 - 29,#FFB175
649,@mamtahimc,649,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
650,@mohfw_india,650,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
651,@ministrywcd,651,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
652,@hemocueab,652,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
653,@nhpindia,653,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
654,@poshanabhiyaan,654,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
655,@poshansm,655,,1,0,1,0.001957,26,1,0,1,0,0,0,0,0.000534,25 - 29,#FFB175
656,@oumavictor_,656,200,0,5,5,0,29,0,5,5,3,0.566667,0.637255,0,0.000446,25 - 29,#FFB175
657,@janes_owuor,657,183,1,4,5,0.001635,29,1,20,21,3,0.551724,0.614583,0,0.000522,25 - 29,#FFB175
658,@maryhelda,658,,2,0,2,0.003592,29,6,0,6,0,0,0,0,0.000633,25 - 29,#FFB175
659,@benazirmoha,659,,2,0,2,0.003592,29,6,0,6,0,0,0,0,0.000633,25 - 29,#FFB175
660,@eapcsf,660,1721,1,1,2,0.001635,31,1,3,4,3,0.5,0.537037,9,0.000827,Greater than 30,#FF7575
661,@kachrooogra,661,193,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
662,@nadinefernz,662,229,0,4,4,0,27,0,4,4,3,0.565217,0.641026,0,0.000446,25 - 29,#FFB175
663,@granickas,663,499,1,4,5,0.001635,27,1,16,17,3,0.571429,0.652778,1,0.000541,25 - 29,#FFB175
664,@ogp_anticorrptn,664,,2,0,2,0.003592,27,5,0,5,0,0,0,0,0.000657,25 - 29,#FFB175
665,@costransparency,665,,2,0,2,0.003592,27,5,0,5,0,0,0,0,0.000657,25 - 29,#FFB175
666,@gavinhayman_gw,666,,1,0,1,0.001957,27,4,0,4,0,0,0,0,0.000561,25 - 29,#FFB175
667,@artist_diplomat,667,2282,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
668,@smartergrid_,668,26,0,1,1,0,5,0,1,1,4,0.366667,0.416667,0,0.000446, 5 - 9,FALSE
669,@irena,669,,1,0,1,0.00319,5,1,0,1,0,0,0,0,0.000951, 5 - 9,FALSE
670,@stevenklees,670,,1,0,1,0.006149,31,3,0,3,0,0,0,0,0.000559,Greater than 30,#FF7575
671,@jiasociety,671,1166,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
672,@amfar,672,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000636,Greater than 30,#FF7575
673,@patdalto,673,1590,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
674,@martschoonhoven,674,342,0,3,3,0,31,0,4,4,5,0.333333,0.385227,0,0.000446,Greater than 30,#FF7575
675,@bitnoscam,675,5534,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
676,@jcstorozuk,676,85,0,2,2,0,12,0,2,2,3,0.5,0.551282,0,0.000446,10 - 14,#75FFF7
677,@khairudintassme,677,17,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
678,@gwpsaf,678,798,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
679,@strategyand,679,88151,0,1,1,0,15,0,1,1,4,0.357143,0.408333,0,0.000446,15 - 19,#75FF79
680,@indoethio,680,2831,0,2,2,0,12,0,2,2,4,0.4,0.470238,0,0.000446,10 - 14,#75FFF7
681,@michelleyrose1,681,22,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
682,@sur_del,682,52,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
683,@cier2018tomas,683,144,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
684,@mililechleiter,684,,2,0,2,0.003592,0,2,0,2,0,0,0,0,0.000534,0 - 4,#FF75FF
685,@deliliah269,685,158,0,3,3,0,8,0,3,3,4,0.316418,0.35456,0,0.000446, 5 - 9,FALSE
686,@argadhaggeti,686,4973,0,3,3,0,8,0,3,3,4,0.324159,0.366352,0,0.000446, 5 - 9,FALSE
687,@ghsaghin,687,197,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
688,@igiridr,688,389,0,3,3,0,31,0,3,3,3,0.529412,0.592593,0,0.000446,Greater than 30,#FF7575
689,@subhank25219819,689,266,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
690,@1971mtp,690,7218,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
691,@iamaniku,691,1029,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
692,@tgarciaazcarate,692,2500,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
693,@tonyelumelufdn,693,270265,18,5,23,0.029757,29,22,165,187,3,0.6,0.694444,180,0.003579,25 - 29,#FFB175
694,@tonyoelumelu,694,,16,0,16,0.031987,29,49,0,49,0,0,0,0,0.003818,25 - 29,#FFB175
695,@linkedin,695,,1,0,1,0.007457,29,33,0,33,0,0,0,0,0.001056,25 - 29,#FFB175
696,@jeffweiner,696,,1,0,1,0.007457,29,33,0,33,0,0,0,0,0.001056,25 - 29,#FFB175
697,@ufukuar90500874,697,154,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
698,@g0tthememo,698,27,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
699,@wbg_ppp,699,38548,4,2,6,0.009498,31,8,50,58,3,0.526316,0.583333,0,0.001527,Greater than 30,#FF7575
700,@hartwigschafer,700,2087,5,2,7,0.011488,31,32,4,36,3,0.526316,0.583333,3,0.001738,Greater than 30,#FF7575
701,@mohdfar35377035,701,169,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
702,@amerix,702,12558,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
703,@frank_kay3,703,808,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
704,@opolotakwang,704,187,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
705,@codengo,705,1754,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
706,@manuchomuchacho,706,158,0,4,4,0,0,0,4,4,3,0.571429,0.652778,0,0.000446,0 - 4,#FF75FF
707,@icorreccion,707,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000541,0 - 4,#FF75FF
708,@mnarbs,708,243,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
709,@unops,709,35055,2,2,4,0.003592,31,2,4,6,3,0.526316,0.583333,3,0.000989,Greater than 30,#FF7575
710,@worldbankmena,710,,1,0,1,0.00231,31,2,0,2,0,0,0,0,0.000868,Greater than 30,#FF7575
711,@heirs_holdings,711,45503,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
712,@sachin_chat,712,2531,1,5,6,0.001635,31,1,8,9,3,0.571429,0.652778,0,0.000522,Greater than 30,#FF7575
713,@rtandon_pria,713,,2,0,2,0.003592,31,2,0,2,0,0,0,0,0.000611,Greater than 30,#FF7575
714,@gsachdevajnu,714,,2,0,2,0.003592,31,2,0,2,0,0,0,0,0.000611,Greater than 30,#FF7575
715,@thomaspogge,715,,2,0,2,0.003592,31,2,0,2,0,0,0,0,0.000611,Greater than 30,#FF7575
716,@carlamontesi,716,1311,0,3,3,0,12,0,3,3,3,0.55,0.621212,0,0.000446,10 - 14,#75FFF7
717,@andersjagerskog,717,1057,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
718,@onubibuv,718,121,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
719,@quinoa_man,719,57,0,2,2,0,31,0,2,2,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
720,@elizabetgomez16,720,130,0,2,2,0,0,0,2,2,4,0.392857,0.477273,0,0.000446,0 - 4,#FF75FF
721,@semilladlpueblo,721,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
722,@ustierra,722,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
723,@mst_oficial,723,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
724,@murphyeagle,724,550,1,5,6,0.003106,8,1,7,8,4,0.327103,0.376984,0.75,0.000455, 5 - 9,FALSE
725,@pidhdd,725,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
726,@prosalus,726,,1,0,1,0.003106,8,1,0,1,0,0,0,0,0.000455, 5 - 9,FALSE
727,@jpaskalina,727,276,0,1,1,0,24,0,1,1,4,0.382353,0.429487,0,0.000446,20 - 24,#E4FF75
728,@janinebranch00,728,50,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
729,@csis_usld,729,3581,2,2,4,0.003981,33,4,2,6,3,0.52381,0.575758,8.5,0.000705,Greater than 30,#FF7575
730,@45956888,730,440,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
731,@sabre2001,731,1392,0,1,1,0,5,0,1,1,4,0.388889,0.434524,0,0.000446, 5 - 9,FALSE
732,@_icrp_,732,167,1,5,6,0.001635,5,1,5,6,3,0.590909,0.679487,13,0.000827, 5 - 9,FALSE
733,@hrw,733,,1,0,1,0.001957,5,1,0,1,0,0,0,0,0.000587, 5 - 9,FALSE
734,@amnesty,734,,1,0,1,0.001957,5,1,0,1,0,0,0,0,0.000587, 5 - 9,FALSE
735,@segalink,735,,1,0,1,0.001957,5,1,0,1,0,0,0,0,0.000587, 5 - 9,FALSE
736,@sabdara123,736,133,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
737,@saidahdoune2,737,193,0,2,2,0,29,0,2,2,3,0.529412,0.592593,0,0.000446,25 - 29,#FFB175
738,@sfanonline,738,935,1,2,3,0.001635,29,1,6,7,4,0.411765,0.482143,0,0.000573,25 - 29,#FFB175
739,@welti_ng,739,92,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
740,@fenyig7,740,358,0,3,3,0,29,0,4,4,4,0.428571,0.516667,0,0.000446,25 - 29,#FFB175
741,@sabaloftus,741,2431,1,3,4,0.001635,31,1,4,5,3,0.53125,0.578431,1,0.00048,Greater than 30,#FF7575
742,@nditu1,742,1135,0,8,8,0,31,0,17,17,3,0.536585,0.583333,0,0.000446,Greater than 30,#FF7575
743,@natberkicau,743,67,0,2,2,0,31,0,3,3,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
744,@dmiliband,744,254497,1,2,3,0.002676,31,6,2,8,4,0.425,0.485294,0,0.00053,Greater than 30,#FF7575
745,@cgdev,745,,4,0,4,0.008422,31,9,0,9,0,0,0,0,0.001174,Greater than 30,#FF7575
746,@theirc,746,,1,0,1,0.002676,31,6,0,6,0,0,0,0,0.00053,Greater than 30,#FF7575
747,@nancymbirdsall,747,29300,1,2,3,0.002676,31,6,2,8,4,0.425,0.485294,0,0.00053,Greater than 30,#FF7575
748,@mopic_jordan,748,,1,0,1,0.002676,31,6,0,6,0,0,0,0,0.00053,Greater than 30,#FF7575
749,@cookstoves,749,10456,1,1,2,0.001635,31,1,2,3,3,0.5,0.537037,0,0.000573,Greater than 30,#FF7575
750,@roofy_suxido1,750,270,0,2,2,0,28,0,2,2,4,0.410256,0.473958,0,0.000446,25 - 29,#FFB175
751,@jani4tijani,751,1683,4,11,15,0.007445,28,12,26,38,3,0.625,0.722222,32,0.001006,25 - 29,#FFB175
752,@imflive,752,,4,0,4,0.010177,28,14,0,14,0,0,0,0,0.000703,25 - 29,#FFB175
753,@mofiobafemi,753,5940,3,0,3,0.006272,28,10,0,10,0,0,0,0,0.000905,25 - 29,#FFB175
754,@mbuhari,754,,4,0,4,0.010177,28,14,0,14,0,0,0,0,0.000703,25 - 29,#FFB175
755,@azizsyamsuddin,755,,1,0,1,0.00352,12,4,0,4,0,0,0,0,0.000678,10 - 14,#75FFF7
756,@gabycuevas,756,,1,0,1,0.00352,12,4,0,4,0,0,0,0,0.000678,10 - 14,#75FFF7
757,@dianeravitch,757,,2,0,2,0.005276,31,5,0,5,0,0,0,0,0.000594,Greater than 30,#FF7575
758,@hstevenson10,758,,1,0,1,0.00364,31,4,0,4,0,0,0,0,0.000546,Greater than 30,#FF7575
759,@pasi_sahlberg,759,,1,0,1,0.00364,31,4,0,4,0,0,0,0,0.000546,Greater than 30,#FF7575
760,@dsinyolo,760,,1,0,1,0.00364,31,2,0,2,0,0,0,0,0.000546,Greater than 30,#FF7575
761,@lasmagazines,761,39929,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
762,@yeyeolade,762,46,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
763,@adajeobiabosund,763,754,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
764,@benphillips76,764,16134,1,0,1,0.001957,29,8,0,8,0,0,0,0,0.000547,25 - 29,#FFB175
765,@ppiaf_ppp,765,3781,0,3,3,0,31,0,12,12,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
766,@emtzfranco,766,90,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
767,@0818ee50013043c,767,274,0,20,20,0,36,0,20,20,3,0.756757,0.85119,0,0.000446,Greater than 30,#FF7575
768,@lingayatadharma,768,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
769,@ilyfglobal,769,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
770,@basavasamithi,770,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
771,@reachmbp,771,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
772,@vachanasanchaya,772,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
773,@bbcnewsasia,773,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
774,@bbc,774,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
775,@bbcmediaaction,775,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
776,@indiatoday,776,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
777,@indiatodayflash,777,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
778,@indiatodaytech,778,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
779,@indiaedumart,779,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
780,@rashtrapatibhvn,780,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
781,@pti_news,781,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
782,@tweetpollindia,782,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
783,@airnewsalerts,783,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
784,@world,784,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
785,@karnatakaworld,785,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000465,Greater than 30,#FF7575
786,@joscchh,786,1714,6,9,15,0.012764,31,6,20,26,3,0.625,0.722222,27,0.001478,Greater than 30,#FF7575
787,@cif_action,787,12572,3,1,4,0.007099,31,3,2,5,3,0.5,0.537037,9,0.001002,Greater than 30,#FF7575
788,@fknopjes,788,133,0,2,2,0,12,0,2,2,4,0.393939,0.467949,0,0.000446,10 - 14,#75FFF7
789,@nkarachiwalla,789,53,0,1,1,0,31,0,1,1,4,0.375,0.423611,0,0.000446,Greater than 30,#FF7575
790,@epodharvard,790,6436,1,3,4,0.001635,31,1,3,4,3,0.55,0.621212,11,0.000827,Greater than 30,#FF7575
791,@theeconomist,791,,1,0,1,0.001957,31,1,0,1,0,0,0,0,0.000681,Greater than 30,#FF7575
792,@wbg_splabor,792,2871,1,1,2,0.001957,31,1,1,2,3,0.5,0.537037,0,0.000681,Greater than 30,#FF7575
793,@jpsgeriatrician,793,9,0,4,4,0,11,0,4,4,3,0.571429,0.652778,0,0.000446,10 - 14,#75FFF7
794,@koarrumm,794,708,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
795,@stevenahunt,795,1078,0,4,4,0,5,0,4,4,3,0.531915,0.573333,0,0.000446, 5 - 9,FALSE
796,@tradomglobal,796,1842,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
797,@devfinobserver,797,5,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
798,@pmwbxl,798,1823,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
799,@doraperu,799,304,0,2,2,0,31,0,4,4,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
800,@ua_minfin,800,125,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
801,@malackabir,801,9,0,2,2,0,31,0,3,3,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
802,@worldbanklive,802,130139,1,2,3,0.001635,31,2,4,6,3,0.529412,0.592593,0.5,0.000636,Greater than 30,#FF7575
803,@aynigga,803,1294,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
804,@hubsnigeria,804,99,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
805,@craighammer,805,1067,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
806,@mighty_futures,806,45,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
807,@ursh93,807,253,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
808,@money_bhaskar,808,4084,2,1,3,0.003271,31,2,2,4,3,0.5,0.537037,0,0.000827,Greater than 30,#FF7575
809,@ogwaljos,809,275,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
810,@periodistafredy,810,3011,0,2,2,0,0,0,2,2,4,0.392857,0.477273,0,0.000446,0 - 4,#FF75FF
811,@simonhernandez,811,1396,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
812,@bicherita,812,684,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
813,@lukawanjohi,813,600,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
814,@whoyemen,814,117665,6,1,7,0.009812,31,10,11,21,3,0.5,0.537037,0,0.001303,Greater than 30,#FF7575
815,@bbatwooki,815,3893,0,4,4,0,29,0,6,6,4,0.424242,0.517857,0,0.000446,25 - 29,#FFB175
816,@imaraafr,816,,1,0,1,0.001635,29,1,0,1,0,0,0,0,0.000541,25 - 29,#FFB175
817,@bankxrp,817,5552,0,3,3,0,29,0,3,3,3,0.555556,0.633333,0,0.000446,25 - 29,#FFB175
818,@umdcollegeofed,818,,1,0,1,0.006149,31,3,0,3,0,0,0,0,0.000559,Greater than 30,#FF7575
819,@afsafrica,819,,1,0,1,0.003962,8,11,0,11,0,0,0,0,0.000471, 5 - 9,FALSE
820,@ahssolarcougars,820,105,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
821,@bigshiftglobal,821,215,2,1,3,0.003271,31,2,4,6,3,0.5,0.537037,0,0.000827,Greater than 30,#FF7575
822,@_devendraswaraj,822,90,0,3,3,0,11,0,4,4,4,0.40625,0.50641,0,0.000446,10 - 14,#75FFF7
823,@rajamujeeb,823,239,1,2,3,0.001635,11,1,4,5,4,0.387097,0.465278,0,0.000573,10 - 14,#75FFF7
824,@girlshealthed,824,1416,0,7,7,0,13,0,8,8,3,0.592593,0.677083,0,0.000446,10 - 14,#75FFF7
825,@sendacow,825,,1,0,1,0.001635,13,1,0,1,0,0,0,0,0.0005,10 - 14,#75FFF7
826,@_moyoa,826,1351,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
827,@ifpc15,827,271,0,4,4,0,0,0,4,4,3,0.480769,0.54,0,0.000446,0 - 4,#FF75FF
828,@rogersmulwa1,828,211,0,3,3,0,29,0,3,3,3,0.555556,0.633333,0,0.000446,25 - 29,#FFB175
829,@manglashubham94,829,161,0,3,3,0,29,0,3,3,3,0.555556,0.633333,0,0.000446,25 - 29,#FFB175
830,@magali23_magali,830,221,0,1,1,0,31,0,13,13,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
831,@_biancasantos9,831,107,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
832,@lifenstein,832,274,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
833,@bonniekoenig,833,3391,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
834,@nwnancy,834,1137,0,5,5,0,31,0,8,8,3,0.576923,0.655556,0,0.000446,Greater than 30,#FF7575
835,@tshitok,835,800,0,1,1,0,1,0,1,1,4,0.357143,0.408333,0,0.000446,0 - 4,#FF75FF
836,@rteinitiative,836,2533,0,4,4,0,0,0,4,4,3,0.480769,0.54,0,0.000446,0 - 4,#FF75FF
837,@mainawangooro,837,93,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
838,@1africa1love,838,1036,0,6,6,0,8,0,10,10,4,0.403042,0.439465,0,0.000446, 5 - 9,FALSE
839,@lesliekofoed,839,1905,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
840,@youtheconopps,840,3260,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
