id,user,id,followers_count,indegree,outdegree,Degree,eigencentrality,modularity_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity,color
841,@limidush13,841,157,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
842,@gjep123,842,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
843,@fernnews,843,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
844,@teebagrifood,844,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
845,@poleconet,845,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
846,@tri_continental,846,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
847,@biceuro,847,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
848,@globalnamati,848,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
849,@puclindia,849,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
850,@kkuruganti,850,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
851,@manasikarthik,851,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
852,@isaiahnoce,852,422,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
853,@habibfromstreet,853,287,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
854,@c_golden85,854,39,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
855,@unfccc,855,476382,1,1,2,0.001635,31,1,2,3,3,0.5,0.537037,0,0.000636,Greater than 30,#FF7575
856,@drozgureker,856,1156,0,12,12,0,5,0,12,12,3,0.689655,0.791667,0,0.000446, 5 - 9,FALSE
857,@risalat_k,857,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
858,@vikramchandra,858,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
859,@migrationpolicy,859,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
860,@davos,860,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
861,@unicef,861,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
862,@usun,862,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
863,@ukmissiongeneva,863,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
864,@tdgch,864,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
865,@genevaimpact,865,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
866,@ungeneva,866,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000478, 5 - 9,FALSE
867,@sachin_inc,867,12916,5,2,7,0.008177,11,5,22,27,4,0.387097,0.465278,0,0.001008,10 - 14,#75FFF7
868,@gulamhusainkha1,868,95,0,3,3,0,11,0,4,4,4,0.40625,0.50641,0,0.000446,10 - 14,#75FFF7
869,@youri_kemp,869,215,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
870,@medios_gcb,870,336,0,5,5,0,12,0,5,5,3,0.576923,0.655556,0,0.000446,10 - 14,#75FFF7
871,@smartcitysingh,871,114,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
872,@csis,872,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000636,Greater than 30,#FF7575
873,@sataetaichan,873,743,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
874,@abanangels,874,9261,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
875,@ngalomba,875,726,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
876,@boboyuru,876,53,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
877,@blackrock,877,,1,0,1,0.003565,31,6,0,6,0,0,0,0,0.001502,Greater than 30,#FF7575
878,@robertorazeto,878,268,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
879,@shreenivasab,879,462,0,3,3,0,11,0,4,4,4,0.40625,0.50641,0,0.000446,10 - 14,#75FFF7
880,@mansi_amal,880,8,0,1,1,0,31,0,2,2,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
881,@edgarbarragan11,881,246,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
882,@johnterrytresh,882,1350,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
883,@bonnlab,883,1369,2,2,4,0.005989,31,2,2,4,3,0.517241,0.555556,0,0.00067,Greater than 30,#FF7575
884,@tz_akademisi,884,66,1,2,3,0.001635,31,1,8,9,3,0.526316,0.583333,0,0.000573,Greater than 30,#FF7575
885,@utikadofficial,885,,2,0,2,0.003592,31,5,0,5,0,0,0,0,0.000817,Greater than 30,#FF7575
886,@azaferacar,886,490,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
887,@bonnfiji,887,1783,0,2,2,0,31,0,2,2,3,0.516129,0.552083,0,0.000446,Greater than 30,#FF7575
888,@pocarlee,888,1129,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
889,@emergingroy,889,2077,0,5,5,0,31,0,5,5,3,0.590909,0.679487,0,0.000446,Greater than 30,#FF7575
890,@joshendriks4,890,530,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
891,@citizensfellow,891,80,0,5,5,0,11,0,9,9,3,0.590909,0.679487,0,0.000446,10 - 14,#75FFF7
892,@omnico72,892,3219,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
893,@neli_ngqulana,893,7034,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
894,@yemeni_proudly,894,523,0,4,4,0,31,0,12,12,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
895,@cop23bonn,895,9653,3,2,5,0.007625,31,3,2,5,3,0.517241,0.555556,0,0.000704,Greater than 30,#FF7575
896,@cometatsu,896,538,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
897,@lydiaines8,897,431,0,3,3,0,29,0,3,3,3,0.555556,0.633333,0,0.000446,25 - 29,#FFB175
903,@capitalonenews,903,2357,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
904,@floorithammer,904,1170,0,2,2,0,29,0,2,2,4,0.40625,0.480769,0,0.000446,25 - 29,#FFB175
905,@y7exrj0c8tlgqfo,905,20,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
906,@wendyr_p,906,46,0,1,1,0,31,0,1,1,4,0.363636,0.409722,0,0.000446,Greater than 30,#FF7575
907,@detoxconflict,907,1846,1,2,3,0.001635,31,1,2,3,3,0.52381,0.575758,11,0.000827,Greater than 30,#FF7575
908,@justinsandefur,908,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
909,@divwadhwa,909,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
910,@devinder_sharma,910,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
911,@nomonsantosa,911,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
912,@africalandgrabs,912,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
913,@navdanyaint,913,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
914,@lri_india,914,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
915,@greenpoliticos,915,,1,0,1,0.002591,8,1,0,1,0,0,0,0,0.000459, 5 - 9,FALSE
916,@lydiabubniak,916,583,0,2,2,0,31,0,2,2,4,0.428571,0.486111,0,0.000446,Greater than 30,#FF7575
917,@moin2_k,917,214,0,3,3,0,11,0,4,4,4,0.40625,0.50641,0,0.000446,10 - 14,#75FFF7
918,@thecableng,918,118868,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
919,@bantexkd,919,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000636,Greater than 30,#FF7575
920,@carbonandmore,920,843,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
921,@amicusergoest,921,1008,0,2,2,0,31,0,2,2,4,0.352113,0.416667,0,0.000446,Greater than 30,#FF7575
922,@mrahmedmohamoud,922,288,0,1,1,0,31,0,2,2,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
923,@aklopfer_dc,923,43,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
924,@unatu_org,924,,1,0,1,0.006149,31,2,0,2,0,0,0,0,0.000559,Greater than 30,#FF7575
925,@gpforeducation,925,,1,0,1,0.006149,31,2,0,2,0,0,0,0,0.000559,Greater than 30,#FF7575
926,@juliagillardgpe,926,,1,0,1,0.006149,31,2,0,2,0,0,0,0,0.000559,Greater than 30,#FF7575
927,@viktorpitcoiner,927,3847,0,2,2,0,31,0,2,2,3,0.52381,0.575758,0,0.000446,Greater than 30,#FF7575
928,@sabine_hatem,928,70,1,6,7,0.001635,32,1,11,12,4,0.441176,0.572222,4,0.000573,Greater than 30,#FF7575
929,@giftmena,929,,1,0,1,0.001957,32,1,0,1,0,0,0,0,0.000527,Greater than 30,#FF7575
930,@ioflebanon,930,302,4,2,6,0.007185,32,9,8,17,3,0.526316,0.583333,20,0.000654,Greater than 30,#FF7575
931,@dgafp,931,,1,0,1,0.001957,32,1,0,1,0,0,0,0,0.000527,Greater than 30,#FF7575
932,@unescwa,932,,1,0,1,0.001957,32,1,0,1,0,0,0,0,0.000527,Greater than 30,#FF7575
933,@ena_fr,933,,1,0,1,0.001957,32,1,0,1,0,0,0,0,0.000527,Greater than 30,#FF7575
934,@negrita285,934,105,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
935,@equitylist,935,29300,0,3,3,0,31,0,4,4,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
936,@snehaltaksande,936,170,0,7,7,0,11,0,8,8,3,0.590909,0.679487,0,0.000446,10 - 14,#75FFF7
937,@lamiamoubayed,937,,1,0,1,0.002985,32,4,0,4,0,0,0,0,0.000725,Greater than 30,#FF7575
938,@salimvally,938,,1,0,1,0.006149,31,2,0,2,0,0,0,0,0.000559,Greater than 30,#FF7575
939,@marcandela77,939,447,0,3,3,0,31,0,6,6,5,0.37931,0.443939,0,0.000446,Greater than 30,#FF7575
940,@prasetyoga95,940,230,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
941,@globaldevlab,941,27111,1,3,4,0.00199,33,3,3,6,4,0.405405,0.494444,0,0.000549,Greater than 30,#FF7575
942,@rti_intl_dev,942,4824,1,5,6,0.00199,33,1,15,16,3,0.555556,0.644444,5.5,0.000602,Greater than 30,#FF7575
943,@rti_intl,943,,2,0,2,0.003981,33,4,0,4,0,0,0,0,0.000705,Greater than 30,#FF7575
944,@rockefellerfdn,944,,1,0,1,0.00199,33,3,0,3,0,0,0,0,0.000549,Greater than 30,#FF7575
945,@numintzy,945,25,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
946,@sacau_media,946,3354,1,1,2,0.001635,31,1,2,3,3,0.5,0.537037,0,0.000636,Greater than 30,#FF7575
947,@inaguruguru,947,2909,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
948,@sukitnk,948,90,0,1,1,0,31,0,2,2,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
949,@ricardort01,949,42,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
950,@c_jones_22,950,219,0,1,1,0,31,0,1,1,4,0.357143,0.408333,0,0.000446,Greater than 30,#FF7575
951,@gureya,951,591,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
952,@alvarosd77,952,385,0,8,8,0,34,0,8,8,3,0.64,0.739583,0,0.000446,Greater than 30,#FF7575
953,@jorgezambranoec,953,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
954,@municipio_manta,954,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
955,@eldiarioec,955,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
956,@eluniversocom,956,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
957,@andreselopeze,957,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
958,@tinocotania,958,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
959,@lamareaec,959,,1,0,1,0.001635,34,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
960,@emphconsult,960,68,0,1,1,0,31,0,2,2,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
961,@columbiaalumnia,961,9254,0,3,3,0,0,0,3,3,3,0.458333,0.560606,0,0.000446,0 - 4,#FF75FF
962,@columbia,962,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
963,@columbiasipa,963,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
964,@agentsmith247,964,758,0,1,1,0,31,0,1,1,4,0.366667,0.416667,0,0.000446,Greater than 30,#FF7575
965,@ungei,965,28865,0,2,2,0,12,0,2,2,3,0.526316,0.583333,0,0.000446,10 - 14,#75FFF7
966,@sonnymhere,966,58,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
967,@briancdeese,967,,1,0,1,0.16353,31,1,0,1,0,0,0,0,0.015231,Greater than 30,#FF7575
968,@fsamama,968,,1,0,1,0.16353,31,1,0,1,0,0,0,0,0.015231,Greater than 30,#FF7575
969,@aileenlee,969,,1,0,1,0.16353,31,1,0,1,0,0,0,0,0.015231,Greater than 30,#FF7575
970,@ramayatu,970,1,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
971,@worldbanksasia,971,269690,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
972,@alvaroespitia,972,166,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
973,@sammyzimmo,973,82,0,2,2,0,28,0,2,2,4,0.410256,0.473958,0,0.000446,25 - 29,#FFB175
974,@karinabgonzalez,974,4615,1,6,7,0.003828,31,1,6,7,3,0.6,0.688889,0,0.000586,Greater than 30,#FF7575
975,@bhavyaenreddy,975,,2,0,2,0.005989,31,2,0,2,0,0,0,0,0.00067,Greater than 30,#FF7575
976,@fciatmsh,976,5993,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
977,@ms_revisionista,977,1704,1,4,5,0.00199,12,4,4,8,4,0.45283,0.524306,0,0.000475,10 - 14,#75FFF7
978,@agnahcalepulzyx,978,479,1,16,17,0.00199,12,1,64,65,3,0.727273,0.826389,20,0.000547,10 - 14,#75FFF7
979,@youtube,979,,2,0,2,0.003981,12,5,0,5,0,0,0,0,0.000576,10 - 14,#75FFF7
980,@potus,980,,2,0,2,0.003981,12,5,0,5,0,0,0,0,0.000576,10 - 14,#75FFF7
981,@alfredojalifer_,981,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
982,@ronpaul,982,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
983,@ronpaulinstitut,983,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
984,@ronpaulnews,984,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
985,@govabbott,985,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
986,@tedcruz,986,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
987,@johncornyn,987,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
988,@cfigueres,988,,1,0,1,0.00199,12,4,0,4,0,0,0,0,0.000475,10 - 14,#75FFF7
989,@boussardoli,989,230,0,1,1,0,23,0,1,1,4,0.366667,0.416667,0,0.000446,20 - 24,#E4FF75
990,@globalfindex,990,,1,0,1,0.002279,23,1,0,1,0,0,0,0,0.000853,20 - 24,#E4FF75
991,@wbg_jobs,991,7180,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
992,@1o5cleanenergy,992,24009,0,2,2,0,5,0,2,2,4,0.387097,0.465278,0,0.000446, 5 - 9,FALSE
993,@khadkaheema,993,,1,0,1,0.001635,5,1,0,1,0,0,0,0,0.000636, 5 - 9,FALSE
994,@ayralangel,994,1142,0,2,2,0,0,0,2,2,4,0.392857,0.477273,0,0.000446,0 - 4,#FF75FF
995,@yapeka,995,18,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
996,@garibceo,996,1952,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
997,@sofia_lauritsen,997,31,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
998,@naijcom,998,533679,1,1,2,0.001635,35,1,3,4,1,1,1,0,0.000636,Greater than 30,#FF7575
999,@bukolasaraki,999,,2,0,2,0.003592,35,4,0,4,0,0,0,0,0.00118,Greater than 30,#FF7575
1000,@nextbillion,1000,101563,0,3,3,0,0,0,3,3,3,0.458333,0.560606,0,0.000446,0 - 4,#FF75FF
1001,@verdictuk,1001,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
1002,@ficoba,1002,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000573,0 - 4,#FF75FF
1003,@storbert,1003,43,0,3,3,0,32,0,3,3,4,0.410256,0.473958,0,0.000446,Greater than 30,#FF7575
1004,@jaimehmejia,1004,117,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
1005,@innocentsilver7,1005,67,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
1006,@mabby_glory,1006,107,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
1007,@ctaylor_mshveep,1007,374,0,2,2,0,31,0,3,3,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
1008,@oviovijit,1008,450,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
1009,@corafnews,1009,966,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
1010,@gatesafrica,1010,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000636,Greater than 30,#FF7575
1011,@amchamkosovo,1011,663,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
1012,@ayanda16562584,1012,217,0,4,4,0,31,0,5,5,3,0.52,0.589744,0,0.000446,Greater than 30,#FF7575
1013,@mayjoynamu,1013,4116,0,5,5,0,0,0,5,5,3,0.543478,0.593333,0,0.000446,0 - 4,#FF75FF
1014,@prakash74933439,1014,12,0,3,3,0,11,0,3,3,3,0.545455,0.611111,0,0.000446,10 - 14,#75FFF7
1015,@sojiadeyi,1015,,2,0,2,0.003271,31,12,0,12,0,0,0,0,0.000509,Greater than 30,#FF7575
1016,@juliabucknall,1016,,2,0,2,0.003271,31,12,0,12,0,0,0,0,0.000509,Greater than 30,#FF7575
1017,@kbbop,1017,270,0,1,1,0,31,0,1,1,4,0.382353,0.429487,0,0.000446,Greater than 30,#FF7575
1018,@lafoundation,1018,3952,1,4,5,0.001635,31,1,4,5,3,0.571429,0.652778,12,0.000827,Greater than 30,#FF7575
1019,@landarchmag,1019,,1,0,1,0.001957,31,1,0,1,0,0,0,0,0.000622,Greater than 30,#FF7575
1020,@simbizhanje,1020,324,0,11,11,0,31,0,11,11,3,0.631579,0.722222,0,0.000446,Greater than 30,#FF7575
1021,@lisaelges,1021,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.00048,Greater than 30,#FF7575
1022,@jpbrice,1022,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.00048,Greater than 30,#FF7575
1023,@fissehatessema,1023,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.00048,Greater than 30,#FF7575
1024,@maevemclynn,1024,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.00048,Greater than 30,#FF7575
1025,@adaptationfund,1025,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.00048,Greater than 30,#FF7575
1026,@sa214h,1026,587,0,8,8,0,36,0,8,8,3,0.64,0.739583,0,0.000446,Greater than 30,#FF7575
1027,@rbi,1027,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1028,@ummeedewafa,1028,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1029,@sitaramyechury,1029,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1030,@anusha_puppala,1030,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1031,@theofficialsbi,1031,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1032,@ap,1032,,1,0,1,0.001635,36,1,0,1,0,0,0,0,0.000493,Greater than 30,#FF7575
1033,@silsde,1033,74,0,2,2,0,0,0,2,2,4,0.342857,0.4375,0,0.000446,0 - 4,#FF75FF
1034,@pri_news,1034,12839,0,2,2,0,0,0,2,2,3,0.434783,0.516667,0,0.000446,0 - 4,#FF75FF
1035,@empea,1035,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000636,0 - 4,#FF75FF
1036,@elsakekita,1036,5176,0,1,1,0,0,0,1,1,4,0.37931,0.431818,0,0.000446,0 - 4,#FF75FF
1037,@chosensomto,1037,4002,1,5,6,0.003001,28,1,25,26,3,0.576923,0.655556,0,0.000524,25 - 29,#FFB175
1038,@henrymalumo,1038,1388,0,9,9,0,0,0,9,9,3,0.583333,0.654762,0,0.000446,0 - 4,#FF75FF
1039,@globaleducation,1039,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000488,0 - 4,#FF75FF
1040,@nigeria_ass,1040,304,1,5,6,0.003001,28,1,25,26,3,0.576923,0.655556,0,0.000524,25 - 29,#FFB175
1041,@rajanmahisaniya,1041,228,0,2,2,0,31,0,2,2,3,0.526316,0.583333,0,0.000446,Greater than 30,#FF7575
1042,@craymondrobin,1042,429,0,3,3,0,11,0,4,4,4,0.40625,0.50641,0,0.000446,10 - 14,#75FFF7
1043,@monsodana,1043,206,0,3,3,0,31,0,3,3,3,0.55,0.621212,0,0.000446,Greater than 30,#FF7575
1044,@oienelmio,1044,1552,0,4,4,0,0,0,4,4,3,0.571429,0.652778,0,0.000446,0 - 4,#FF75FF
1045,@aliciabelfig,1045,,1,0,1,0.001635,0,1,0,1,0,0,0,0,0.000541,0 - 4,#FF75FF
1046,@ebunolayomi,1046,2347,0,2,2,0,35,0,2,2,1,1,1,0,0.000446,Greater than 30,#FF7575
1047,@jill_xt,1047,95,0,1,1,0,31,0,1,1,3,0.5,0.537037,0,0.000446,Greater than 30,#FF7575
1048,@napilly,1048,73,0,6,6,0,31,0,7,7,3,0.608696,0.702381,0,0.000446,Greater than 30,#FF7575
1049,@grassrootsintl,1049,,1,0,1,0.003962,8,1,0,1,0,0,0,0,0.000471, 5 - 9,FALSE
1050,@vishalgreat,1050,535,0,6,6,0,31,0,10,10,4,0.454545,0.605556,0,0.000446,Greater than 30,#FF7575
1051,@rahulgandhi,1051,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000509,Greater than 30,#FF7575
1052,@akbaruddinindia,1052,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000509,Greater than 30,#FF7575
1053,@amitabhk87,1053,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000509,Greater than 30,#FF7575
1054,@vikasswarup,1054,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000509,Greater than 30,#FF7575
1055,@meaindia,1055,,1,0,1,0.001635,31,1,0,1,0,0,0,0,0.000509,Greater than 30,#FF7575